Gene.name	Row.names	logFC	logCPM	F	PValue	FDR	11VG	37VG	38VG	50VG	54VG	55VG	12MII	16MII	53MII	7MII	13MII	17MII	85MII
LINC00649	ENSG00000237945	1.197410967	-0.011188604	0.797325054	0.381498988	0.653677716	-2.700536682	0.327561605	-0.579028082	0.297968921	-2.709170197	-3.689597023	1.576164905	-0.470414042	0.242400693	-3.689597023	1.583029232	-0.356173518	-3.689597023
	ENSG00000287982	-0.982139677	-0.593384731	0.797310773	0.381503178	0.653677716	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
FLT3	ENSG00000122025	1.584874434	1.352567962	0.797226578	0.38152788	0.653677716	-2.119239247	-3.689597023	-3.689597023	2.376880026	0.115074817	-3.689597023	0.686540679	-1.499759814	3.991647477	-3.689597023	1.100815864	1.276956248	-3.689597023
ZBED5-AS1	ENSG00000247271	-1.006052803	0.896660184	0.797177655	0.381542234	0.653677716	1.266422392	0.575668655	2.558021539	-0.22706332	1.257141838	1.563146324	-3.689597023	0.349337181	-3.689597023	0.057183259	1.640429299	1.907867689	-2.007736374
DCAF11	ENSG00000100897	-1.18789616	1.794770894	0.796984379	0.381598951	0.653707264	2.39728523	3.101671272	3.068871215	2.361921403	2.58134628	-3.689597023	3.601856362	0.449969611	-3.689597023	-3.689597023	1.100815864	0.570428392	-3.689597023
FA2H	ENSG00000103089	-0.984927955	2.079410731	0.7966595	0.381694315	0.653803004	3.299838873	3.188076514	1.029680752	3.289092259	-0.140724005	0.434895167	1.665961701	2.859240913	-3.689597023	1.466532426	2.304988562	0.570428392	-3.689597023
NT5DC1	ENSG00000178425	-0.84052505	3.166628496	0.796173155	0.38183714	0.653977495	3.37606563	3.901303019	2.8222851	3.446268184	3.8735826	2.725408849	3.759752591	3.170730093	1.604131029	-3.689597023	3.142893869	2.952398242	-3.689597023
ZNF549	ENSG00000121406	-0.682389798	7.238508654	0.796043745	0.381875157	0.653977495	8.447370114	7.943057262	5.958248114	7.413229182	7.401790283	7.129333278	7.12953496	8.057615632	7.114461226	-3.689597023	6.469311415	5.961589985	7.030564979
GPATCH2L	ENSG00000089916	-0.355459189	4.722368103	0.793634504	0.382450687	0.654895397	4.831531222	4.442374824	5.461635591	4.539135629	5.194892357	4.831992077	4.844842891	4.371115049	5.396743638	3.985421316	4.011597518	3.472827624	4.999172594
ZNF302	ENSG00000089335	-0.4453028	4.875571531	0.793012819	0.382669943	0.655203101	4.66354616	4.601269287	4.814523573	5.615305697	5.398623359	4.05332134	4.255410003	4.134582316	4.354883329	4.903438606	4.412597228	5.467805805	2.718431372
G2E3	ENSG00000092140	-0.783325766	4.402328551	0.793090156	0.38274436	0.655262776	4.174230018	4.467545511	4.5814891	4.547423258	5.1799635	4.202504978	3.289781458	3.775985491	-3.038342632	-3.689597023	4.416710113	4.838835128	4.522222629
	ENSG00000259882	-1.274931224	-1.464392413	0.792925684	0.382792848	0.655276063	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
PALM2AKAP2	ENSG00000157654	-0.540083145	6.776477258	0.792691822	0.382861807	0.655276063	7.289859061	7.278242268	6.938168519	7.352566751	6.406304708	5.702589425	7.134786586	7.45984876	6.057054761	-0.775198717	6.633806019	5.999111513	5.416037248
RABAC1	ENSG00000105404	0.579094233	2.342153427	0.792209982	0.382870816	0.655276063	2.288785825	1.316810271	2.104872402	1.583739907	1.753008437	2.394227048	1.736745894	2.387234535	1.22195989	2.537146237	2.894236304	3.091237727	2.946959415
LINC01962	ENSG00000248473	-1.169878225	-1.258709056	0.792304021	0.3829762	0.655328139	-1.122913647	-3.689597023	-1.226783115	-0.908038185	-1.059752018	-1.820936809	-1.022104934	-3.689597023	-3.689597023	-2.963713559	-0.991040104	-3.689597023	-3.689597023
CEBPG	ENSG00000153879	0.401614689	7.078896045	0.792289854	0.38298038	0.655328139	6.876700598	7.009266509	5.929877236	7.124246136	6.596698787	6.236206879	6.828210221	8.298904162	6.643373087	3.533808936	7.154564653	7.219495754	6.934512841
SBK1	ENSG00000188322	-1.170383719	-0.636850657	0.791699708	0.38315456	0.655558453	0.81296392	0.882513326	0.508688419	-1.231904837	-2.968268666	-3.689597023	-0.245605733	0.449969611	-1.072581108	-3.689597023	-1.640658863	-3.689597023	-3.689597023
TPBG	ENSG00000146242	0.991277759	0.097603524	0.791024372	0.383354027	0.655831979	-0.539178028	0.603884078	-0.176813087	-1.425936194	-0.181271071	-3.075700916	-3.689597023	-1.93469812	-0.826478327	0.480467552	0.228890185	-1.357446272	2.576617334
SBF1	ENSG00000100241	-1.342958873	1.912215414	0.790799591	0.383420452	0.655872434	3.076542896	3.206594637	2.731690904	2.005552644	-1.843686527	-3.075700916	2.774727515	2.412394613	-3.689597023	-3.689597023	0.070842366	-3.689597023	-3.689597023
SLC25A22	ENSG00000177542	1.069821173	3.573980536	0.790676357	0.383456876	0.655872434	3.710633874	4.059931767	1.411637052	2.236317489	0.081193733	-3.075700916	4.610498771	4.98813878	0.777012244	-3.689597023	4.531152401	3.599212417	-2.77628371
	ENSG00000273763	-1.186544934	-0.868459211	0.790410663	0.383535424	0.655939044	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000229337	-0.915885191	1.663285218	0.789758885	0.383728213	0.656158028	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
FAM185A	ENSG00000222011	-0.991233617	0.944901596	0.789709914	0.383742704	0.656158028	1.555801326	1.228956441	1.067213652	1.57078844	1.569683517	-0.220056841	1.062220977	-0.470414042	-0.52168293	-3.689597023	1.492405766	1.077586677	-3.689597023
PLK3	ENSG00000173846	0.572519323	6.647436648	0.789372603	0.383842538	0.656181691	6.893470728	6.686648739	5.963233932	6.321225575	5.385669457	2.533897573	6.843526333	7.61352207	5.577270857	1.35662089	7.503418905	7.00440069	5.446934587
	ENSG00000286282	1.225223498	0.899246422	0.789271008	0.383872615	0.656181691	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
LYPD1	ENSG00000150551	0.460679076	4.969579325	0.78906245	0.383927211	0.656181691	4.381278275	4.709104801	3.892233522	4.471062774	4.719562304	5.807967653	3.060647349	4.11938328	4.424863929	5.374464054	4.237656499	5.62464607	6.781309854
BANF1	ENSG00000175334	-0.515423467	5.758882179	0.788940118	0.383970597	0.656181691	5.736588059	5.241924013	6.028908525	5.384068333	5.840262729	7.267765109	4.43429982	5.061544723	3.723593752	3.583448707	5.647235673	6.774372052	6.565209189
LRRC8A	ENSG00000136802	-0.430522031	4.676872555	0.788320721	0.384021333	0.656181691	5.321905306	5.032125726	5.202802019	4.169850014	4.257935081	4.926677148	4.969114345	5.329314767	2.838431985	3.128271088	4.75231147	3.671820191	4.718821133
	ENSG00000227061	-1.181884714	-1.017961036	0.788768009	0.384021576	0.656181691	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000219699	0.877481938	-1.161170176	0.788092388	0.384089036	0.656181691	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
FAM72B	ENSG00000188610	0.600501654	3.495428226	0.788096866	0.384106942	0.656181691	2.689581388	3.086753553	2.80016428	3.010869454	2.910427465	3.252787379	3.635589507	4.427737545	2.627518412	3.514744661	3.904378852	4.023548627	-2.472335996
ATP5MC1	ENSG00000159199	-0.692590283	4.944969638	0.788459035	0.38411312	0.656181691	4.165051188	3.500999764	4.701215064	4.236974638	5.414016055	7.076707167	3.657647896	1.408450787	4.092318205	4.804867486	4.26528859	5.399962077	5.909780088
	ENSG00000256995	-0.420040536	4.764337293	0.78771114	0.38420212	0.656241911	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000284601	-0.931369913	0.56407642	0.787894682	0.384234881	0.656241911	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
STARD5	ENSG00000172345	-0.665704042	1.408100291	0.787491667	0.384267241	0.656241911	2.171458172	2.394516115	0.84753752	1.946616104	1.664255933	1.347046681	1.228642062	2.335558491	-0.717566553	-0.441537282	1.873734752	1.492741902	-0.844897777
CLNS1A	ENSG00000074201	0.44829151	4.694962463	0.787250464	0.384338829	0.656278275	4.721046024	4.588970518	5.122624481	4.135079	4.363890924	3.945824991	3.266046798	3.696281481	6.145320356	5.597730117	4.605100875	3.854482771	5.329027184
MSRA-DT	ENSG00000260093	1.178850203	0.897689367	0.7875271	0.384389433	0.656278275	-0.317136337	-1.675853833	0.334940994	-0.769830377	1.731326912	1.064699458	3.571194505	0.939775143	-3.038342632	-3.689597023	2.771143237	-0.871292019	-3.689597023
SLC25A40	ENSG00000075303	0.597575776	3.298491501	0.786998792	0.384413545	0.656278275	2.242993287	2.554867661	0.508688419	1.916219661	3.162095045	3.503444485	3.53590258	3.11051002	1.724840268	1.038465638	3.927622885	3.54225323	3.45910184
ARPC3P5	ENSG00000214027	-1.177749737	1.550576047	0.787332942	0.384447037	0.656278275	1.017195413	1.076214524	1.382157362	2.854006552	1.905997759	0.344373013	-0.689527002	-1.166021684	-2.591267558	-3.689597023	2.488117395	1.608246285	-2.77628371
MFF	ENSG00000168958	-0.641216671	6.35624791	0.787039125	0.384534232	0.656335498	7.305955147	6.916698333	6.249016341	6.711413252	6.182420903	5.720695698	5.369588685	6.644273326	-0.52168293	3.589535286	7.170484041	7.075543297	2.362842272
	ENSG00000288586	-0.694657693	1.756149286	0.786292727	0.384623275	0.656335498	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
TMEM182	ENSG00000170417	0.810470753	2.343268435	0.78670679	0.384632893	0.656335498	1.289131497	1.350506616	0.910841702	2.034141961	1.731326912	1.522438635	3.340662649	2.309009354	0.577718584	1.237640069	2.771143237	3.155948531	-3.689597023
SLC6A17	ENSG00000197106	-1.076589669	2.144321818	0.786685973	0.384639074	0.656335498	3.816037023	3.527019549	-0.363948845	3.488200484	2.587393218	-1.820936809	2.61103643	2.965055045	-3.689597023	-3.689597023	1.897473705	0.846179229	2.314020094
NCKAP5L	ENSG00000167566	-1.297307865	2.644424112	0.786269817	0.384762675	0.656444267	4.562307173	4.221164599	2.653649636	1.434446416	0.388768121	-0.614849821	2.588247977	3.887847921	-1.072581108	-3.689597023	1.774668634	-0.356173518	-3.689597023
	ENSG00000268282	-0.86270894	-0.364648606	0.785758451	0.384782088	0.656444267	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
NIPA1	ENSG00000170113	0.359577058	4.860303732	0.785346316	0.384904662	0.656464583	4.710569357	4.622111994	4.085244329	4.126253707	4.942331624	4.94412028	4.86710154	5.540889983	5.473410392	5.344185251	4.070213884	4.715449612	3.974666124
ZDHHC2	ENSG00000104219	-0.923396989	1.980666038	0.785754264	0.384915879	0.656464583	2.646261939	2.442177908	3.334308549	0.607945051	2.474469807	3.221339169	0.769910982	0.349337181	3.892040977	-3.689597023	0.301862376	0.714882042	1.545351997
TCF15	ENSG00000125878	0.922345207	0.267863743	0.785373141	0.384921847	0.656464583	-0.539178028	-0.102977845	-0.522178351	-1.325661006	-0.66533177	-0.808982274	1.062220977	1.249997864	-3.689597023	0.314005401	0.152029469	0.32237538	-3.689597023
DCAF1	ENSG00000145041	0.504949283	7.803552996	0.785630925	0.384952544	0.656464583	7.469291169	7.684042448	5.432271369	8.522899853	7.252098727	5.489445529	7.725479032	9.009001768	6.025085114	5.172353148	8.562784907	7.799405464	7.728668936
C9orf43	ENSG00000157653	-0.891122507	2.495473367	0.785093471	0.385112374	0.656669529	2.739904085	2.699165985	2.870850629	2.635078395	2.634877402	2.264470233	-3.689597023	2.412394613	-3.038342632	2.305337016	1.943810958	3.265581181	-3.161843097
SGCE	ENSG00000127990	0.874056466	3.133517093	0.784885148	0.385174352	0.6567076	1.628836413	-0.866546242	3.900054713	0.359509415	3.434496526	3.038548507	4.145232527	0.939775143	4.826659341	-3.689597023	3.191712536	3.253803167	3.993391983
	ENSG00000177359	1.321107143	-0.519770262	0.784271434	0.385357025	0.65695142	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
PLK2	ENSG00000145632	-1.225314898	3.001054144	0.783613253	0.385553075	0.657140362	-0.387420437	-0.791125826	3.23474006	1.583739907	-2.489595748	3.18267346	0.923456607	1.874568325	-3.689597023	-3.689597023	0.880294661	2.077822118	-3.689597023
BTN2A2	ENSG00000124508	1.535755342	0.340364479	0.783581053	0.38556267	0.657140362	0.499089207	-3.689597023	1.602675166	-3.689597023	-0.35591695	-3.689597023	0.947530796	-3.689597023	3.803437059	-1.389918975	-0.015187381	-3.689597023	-3.689597023
SMPD4	ENSG00000136699	-0.927260235	2.877409438	0.783466201	0.385596897	0.657140362	3.906938194	4.412775308	2.397851989	4.152569258	1.962922517	-2.646411346	2.78812134	3.932013134	2.380402486	-2.4830624	2.691908551	2.345342269	-3.161843097
MYBL1	ENSG00000185697	-0.872468348	3.205616448	0.783260151	0.385658313	0.657140362	2.003107068	2.465431052	3.357216186	2.484383375	4.017127931	4.757211618	3.790025081	1.910331686	3.733219688	-3.689597023	1.988706123	3.155948531	-3.689597023
SAR1B	ENSG00000152700	-0.805619321	4.078182319	0.783233551	0.385666243	0.657140362	4.137159021	4.218885938	4.632457231	4.727432838	3.065763233	5.545120688	3.299167057	-1.499759814	5.352148525	-3.689597023	3.446282312	3.077939825	4.633848585
AVPR1A	ENSG00000166148	-1.165322411	-1.129354848	0.783057293	0.385718792	0.657162291	-1.706037778	-0.351192741	-0.76439686	-1.91580809	-1.059752018	-3.689597023	-0.359135281	-3.689597023	-3.689597023	-3.689597023	-1.390201072	-3.689597023	-3.689597023
UBE2J1	ENSG00000198833	-1.084621452	1.829378937	0.782762513	0.385806701	0.657244454	1.289131497	-0.463815068	4.895001041	1.596576139	-0.222990752	0.817934348	0.657644455	-1.499759814	3.56554315	-3.689597023	0.437587861	-2.09611062	2.584872458
NKAPD1	ENSG00000150776	0.546996881	4.20437032	0.781498735	0.386177331	0.657779371	3.776403391	3.265187815	4.701215064	3.728735265	4.153799778	3.258995588	4.12690165	3.896789788	5.389152508	5.188483419	4.938320296	3.493006749	-1.139062632
SARS2	ENSG00000104835	1.342947262	-0.085466865	0.781370066	0.386222355	0.657779371	-0.901046904	-0.523604474	1.121743336	-0.982446667	-3.689597023	-1.45304137	0.367673595	-2.560305211	-3.689597023	-3.689597023	-3.689597023	-2.683199379	3.351932395
PRRC2A	ENSG00000204469	-0.717377538	2.90608476	0.78131151	0.386239849	0.657779371	3.493161247	3.984138844	3.470103547	3.067288266	2.079055719	1.147342087	2.733783395	4.179241663	1.988669769	0.676193064	2.407745738	0.409884977	-0.153495522
SVBP	ENSG00000177868	0.745905425	4.522081141	0.781128262	0.386294603	0.657791035	3.201513054	3.626645334	4.226717124	3.285133085	3.63755179	5.3171896	4.203873429	3.633473837	-3.689597023	5.773760508	5.486312708	5.462698834	4.661432003
VAMP2	ENSG00000220205	1.066738041	1.393049955	0.781022759	0.386326132	0.657791035	0.097374908	-0.523604474	3.021855451	-0.056601374	0.180539489	-1.45304137	4.305168887	-1.93469812	1.83622501	-3.689597023	0.371320624	1.367178914	1.020571763
ZCCHC17	ENSG00000121766	0.425960448	7.093526619	0.78071775	0.386417304	0.657878637	6.592238327	6.322326518	6.425115771	7.358230963	7.123018284	7.549034841	5.688969003	5.131395834	7.395509672	8.753284937	6.846160101	6.839846292	8.044985843
RHOC	ENSG00000155366	-0.764173247	3.461985467	0.780318003	0.386536843	0.658014512	3.21343471	3.84331293	4.938688124	3.766143208	3.962342662	3.991281634	4.769190934	0.632346462	4.69493359	1.412623104	2.996699284	1.570763001	-3.689597023
RPS2P46	ENSG00000189343	0.754262873	1.398400121	0.779449029	0.386664916	0.658164886	1.698351641	-0.149321472	1.426154039	0.841548574	-0.502345184	-0.916813549	2.662850064	2.70488168	0.952087265	-0.775198717	1.327439828	-1.357446272	-0.328482524
PEA15	ENSG00000162734	1.100919612	2.303422199	0.779195328	0.386872856	0.65845116	0.843970357	0.361010648	4.005319708	0.633082747	1.934740881	-3.689597023	3.67937409	-0.470414042	5.120552086	-3.689597023	2.213386827	0.229212984	2.748138276
PNLIPRP1	ENSG00000187021	0.947070129	0.1970302	0.778486207	0.387030642	0.658652023	-0.801721556	-0.866546242	-1.645440072	0.059206171	-1.719057275	0.344373013	-0.548170219	1.007386079	0.443428945	-3.689597023	0.729745283	1.492741902	-3.689597023
P4HA1	ENSG00000122884	0.459492032	6.179683701	0.778418689	0.387105555	0.658674356	5.822772799	5.919027838	4.405854342	6.9740239	5.545624225	4.895136637	6.25101244	7.534797754	5.154978977	4.100710587	6.89414753	5.936022283	5.690159345
	ENSG00000253407	0.480103957	4.912645448	0.778359473	0.387123306	0.658674356	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
THAP1	ENSG00000131931	-0.34413119	6.345503491	0.778054769	0.387183684	0.658709417	5.970583775	6.344444217	5.878679849	6.550032507	6.726343102	6.880787623	5.151168201	5.781967366	4.913890383	6.086160872	6.191805124	7.3434494	5.760172205
CDC123	ENSG00000151465	0.361485318	6.999548836	0.777703533	0.387320015	0.658873674	6.367945308	5.942694705	6.552983068	7.016134839	6.957512195	7.319546739	5.903379579	7.122345706	6.349997335	7.915994615	7.372969499	7.734676341	6.23560253
DCUN1D1	ENSG00000043093	-0.488125411	5.814221813	0.777452188	0.38739543	0.658934283	6.165747735	6.329208777	5.31333512	6.243273897	6.181421835	6.11309735	6.391457167	6.420739336	4.248148636	5.433179415	6.257485477	4.702510215	2.688099882
SLC1A5	ENSG00000105281	0.580385743	6.587730702	0.777112186	0.387497481	0.659040181	6.960436907	7.18530854	5.597706604	6.140195261	4.034936923	3.842128581	6.090009159	8.130972126	5.072069413	4.467508416	6.937730769	7.143341951	6.001283469
KIDINS220	ENSG00000134313	0.365434348	6.181096913	0.776885193	0.387565635	0.659088411	5.883726163	5.361398108	6.259187379	5.809734111	6.173906694	5.03374758	5.101070891	6.225178	6.755668195	7.245687395	4.488804865	5.868117436	5.851956089
ZBTB34	ENSG00000177125	1.043777268	1.535398105	0.77661452	0.387646926	0.659158972	-0.901046904	-0.149321472	1.563814306	0.233685897	-2.709170197	1.697205818	2.35616116	1.595820981	3.220193208	-3.689597023	0.729745283	0.782023762	-3.689597023
LINC01358	ENSG00000237352	0.975114873	0.649990186	0.776445604	0.38769767	0.65917758	0.044965971	-0.298015613	0.172232163	1.004523862	-1.604343416	-3.689597023	-0.765763131	-0.470414042	1.495201177	2.149267271	-0.309139234	1.276956248	-3.689597023
POP1	ENSG00000104356	-0.582910417	2.623268852	0.775203402	0.387939558	0.659521141	1.266422392	1.875203825	2.725835342	2.39903111	3.194148855	3.787344445	1.817343003	0.939775143	0.242400693	1.237640069	3.716975327	2.698056301	1.779146879
SLC26A5	ENSG00000170615	-1.260113701	0.078192538	0.775277409	0.388048873	0.659639274	-0.901046904	1.210724944	-1.911376597	-0.908038185	-1.843686527	-1.160156094	-3.689597023	-0.003081554	-3.689597023	-3.689597023	-0.826446344	-0.678419696	-3.689597023
HDHD5	ENSG00000069998	0.906957722	1.581587543	0.775088418	0.388105736	0.659668226	0.499089207	0.425668388	2.021284842	0.131549285	1.795417788	0.851188815	2.409133231	2.076947789	2.531483027	-3.689597023	2.985667317	2.3229714	-3.161843097
KIFC3	ENSG00000140859	0.688100604	5.63812334	0.774321485	0.388336611	0.659992915	5.933225309	6.138647084	3.88173887	5.227832058	3.14169363	1.323543918	5.611037318	6.357372614	3.441849316	-0.0148611	6.517980932	6.633772792	5.038773406
PDCD6IP-DT	ENSG00000271643	-1.180044907	-0.343472483	0.773931919	0.388453964	0.660069964	0.244063477	-0.246729091	0.206275124	-1.533705156	1.442021966	-2.315999103	-2.822827414	0.715559876	-3.689597023	-2.123152317	-0.309139234	-0.678419696	-2.77628371
LINC02814	ENSG00000236975	-1.246002032	0.335466836	0.773906391	0.388461656	0.660069964	0.244063477	1.282308036	-3.689597023	1.420075844	0.897097334	1.437406372	0.971209845	1.071969813	-3.689597023	-3.689597023	-0.678722475	-0.356173518	-3.689597023
FBXL13	ENSG00000161040	-0.63198205	2.113913182	0.773091844	0.388575819	0.660196216	1.888809149	3.025490579	1.563814306	2.671931921	1.905997759	1.948348278	2.633470511	1.639093702	-0.19523305	-1.210006366	2.51905291	2.277161303	-0.600673533
RASGEF1B	ENSG00000138670	-0.570285913	2.119995323	0.772479283	0.388760688	0.660442559	1.932738811	1.767070951	3.69655308	1.609299169	1.316591909	3.354856986	1.95433759	2.108080412	0.700565748	1.327782902	2.51905291	2.367371539	2.381917735
STK17B	ENSG00000081320	0.542465181	6.956398009	0.772654523	0.388839134	0.66046299	6.287052134	5.431953044	7.854625198	6.62203354	7.022554658	7.10713678	6.475611612	6.408286695	9.531000322	4.187539241	6.643489903	5.821004275	7.056396508
CARF	ENSG00000138380	1.140133413	1.262871414	0.772607981	0.388853178	0.66046299	1.044147004	0.185424961	2.907524992	-1.060902538	-1.980108837	-0.290841973	1.651378358	-0.297264943	4.424863929	-3.689597023	-0.826446344	-0.508317973	2.029501657
UNC93A	ENSG00000112494	0.495745581	6.528954116	0.772464789	0.388896392	0.66046299	5.774300245	5.207859999	5.910648543	6.562353153	6.03921757	7.088956139	4.676804972	5.967402577	7.052855556	3.777214689	5.920654049	7.403981678	8.090449026
DIDO1	ENSG00000101191	-0.691205392	5.409531146	0.772234508	0.388965904	0.66046299	5.616027159	5.968016203	5.073902378	6.494964224	4.905294005	4.717188872	5.054723072	6.562345322	3.199509326	-3.689597023	5.470572802	4.493050885	2.874732139
EPHX3	ENSG00000105131	-1.079391016	0.984665059	0.772213966	0.388972105	0.66046299	1.947089723	1.875203825	0.303834235	0.607945051	1.079768742	-3.689597023	-0.846253654	1.071969813	-3.689597023	-3.689597023	0.927178055	1.276956248	-3.689597023
KIF24	ENSG00000186638	-1.036514158	3.105514676	0.771856102	0.389080168	0.660578753	3.002896344	4.018608221	2.490555964	4.161235509	3.547369603	0.032747769	2.400438523	4.179241663	1.275645017	-3.689597023	2.718806541	1.130070915	-3.689597023
	ENSG00000231476	0.940176118	1.725876026	0.771536119	0.389176829	0.660675137	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CEP120	ENSG00000168944	0.357289283	6.474352174	0.770868818	0.389378524	0.660915821	6.111035342	5.794494036	5.333690867	6.291930209	6.229580296	6.515682707	6.502267921	6.50648333	7.537217743	6.526923415	5.674971506	6.418555423	4.017987602
AACSP1	ENSG00000250420	1.143215548	1.516440827	0.770766092	0.389409587	0.660915821	0.715733804	1.580886797	0.803736907	1.504227456	0.817019447	-3.689597023	1.040000766	2.412394613	3.441849316	-3.689597023	2.095187604	2.389069485	-3.689597023
CAPN10-DT	ENSG00000260942	-1.302408397	-1.181152055	0.770524775	0.389482573	0.660915821	0.499089207	-0.197203344	0.424428733	-1.533705156	-3.689597023	-3.689597023	-3.689597023	-1.93469812	-3.689597023	-3.689597023	-0.204358005	-0.218554345	-3.689597023
TTC26	ENSG00000105948	0.58475046	4.001359552	0.770344151	0.389537216	0.660915821	3.685176187	2.977773338	4.332613049	4.020681587	3.80777364	3.968732337	2.319734072	4.338670544	1.762932058	6.366041644	2.894236304	3.766040463	4.281903705
RBPMS-AS1	ENSG00000254109	-0.542710004	2.205218218	0.769875996	0.389547807	0.660915821	2.488413485	2.177005712	1.367188503	2.005552644	2.881190853	3.743740079	1.942407367	1.639093702	1.22195989	2.498852264	2.456503971	2.077822118	2.464767228
RBBP6	ENSG00000122257	-1.081545055	1.573397967	0.769902175	0.389670972	0.660915821	0.574976763	-0.246729091	4.523600261	-0.369582419	0.469562567	-0.026422728	-0.617118017	-0.142687749	3.157230089	-3.689597023	1.583029232	-2.683199379	1.159703021
LINC01312	ENSG00000223586	0.59041691	1.683780726	0.769281867	0.389727777	0.660915821	0.904052936	1.552213466	0.991145261	0.90484116	0.837459458	2.359980309	0.402924558	1.071969813	1.781607319	2.524494183	1.96643317	2.205597616	2.576617334
PART1	ENSG00000152931	-1.191706507	0.035941033	0.769634697	0.389751953	0.660915821	-2.119239247	-0.463815068	-1.528848208	0.775351358	1.428611816	2.438660337	-0.689527002	-3.689597023	-3.689597023	-3.689597023	0.152029469	-1.357446272	1.835584259
THAP5P1	ENSG00000224324	-0.750845461	-0.997040792	0.769182333	0.389757939	0.660915821	-1.536725306	-1.317301351	-0.902687695	-1.533705156	-0.554654515	0.144271054	-1.732606333	-1.166021684	-1.974963505	-3.689597023	-1.640658863	-0.678419696	-0.844897777
STRADB	ENSG00000082146	0.327358327	6.109461338	0.769153983	0.389766531	0.660915821	6.086126462	5.898529978	4.740949864	6.212334538	5.4401467	6.311312907	5.87148999	6.776113102	5.138773863	4.687760846	6.048081322	6.691666866	6.851415567
SNRPN	ENSG00000128739	-0.436271103	3.562281683	0.768959049	0.389825615	0.660915821	3.37606563	3.192728377	4.234986154	3.927237701	3.686259036	3.914704846	3.02715042	2.554782799	2.668231296	3.865138826	3.576984634	4.156004283	2.517469763
OLFM1	ENSG00000130558	-0.939426512	2.693035745	0.769265146	0.389863877	0.660915821	3.083055301	3.831429858	2.192398606	2.75443008	2.990184976	2.544101603	2.132911829	1.249997864	2.542474813	-3.689597023	2.846251877	3.229954688	-3.161843097
ZNF362	ENSG00000160094	-0.999105872	1.995816948	0.769195603	0.389884945	0.660915821	2.574125992	2.645882926	2.659804997	2.435210153	1.113682918	1.917283105	1.412842389	2.621031755	-3.689597023	-3.689597023	2.882388989	0.409884977	-3.689597023
EDARADD	ENSG00000186197	-1.085895426	0.809571801	0.769077333	0.389920778	0.660915821	0.14794653	1.779493804	-0.363948845	2.331530662	-1.498082841	-3.689597023	0.994506516	-1.93469812	-3.689597023	-1.389918975	1.25578234	0.022631658	-3.689597023
ATP13A3	ENSG00000133657	0.491090174	6.839787474	0.768913265	0.389970495	0.660915821	5.94041619	5.957120861	6.352870559	6.463340044	6.1663522	4.602253678	6.656279514	6.326269745	8.330855625	5.733100549	5.10306258	4.885378817	4.203656331
DLG1	ENSG00000075711	-0.290282184	6.590210286	0.768377652	0.390001914	0.660915821	6.517878193	6.820413521	6.53006534	6.486799771	6.584657705	6.172680213	6.780005061	6.850486648	5.253588937	5.783085188	6.220320754	6.736788629	4.898452257
